"No.","Time","Source","Destination","Protocol","Length","Info"
"1132","388.883767","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xd2ca Server failure A ntp.ubuntu.com"
"1133","388.883810","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x2dd4 Server failure AAAA ntp.ubuntu.com"
"1134","388.883934","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xccb0 A ntp.ubuntu.com.mydns.com"
"1135","388.884033","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xc995 AAAA ntp.ubuntu.com.mydns.com"
"1136","388.884377","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xc995 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"1137","388.884396","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xccb0 No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"1138","389.493021","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1139","390.571078","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1140","392.059429","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1141","392.471778","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1142","393.067230","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1143","393.492999","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1144","394.059132","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1145","394.517252","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1146","397.477491","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1147","398.484976","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1148","399.509114","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1149","399.578155","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1150","400.571160","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1151","401.563470","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1152","402.478187","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1153","402.585685","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1154","403.510150","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1155","403.563251","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1156","403.877019","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf0e8 A 3.ubuntu.pool.ntp.org"
"1157","403.877225","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9953 AAAA 3.ubuntu.pool.ntp.org"
"1158","403.879397","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1159","404.534053","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1160","404.570546","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1161","404.880089","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1162","405.876375","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1163","407.278728","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1164","407.483518","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1165","408.276267","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1166","408.501238","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1167","408.600810","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1168","408.882583","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf0e8 A 3.ubuntu.pool.ntp.org"
"1169","408.882705","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9953 AAAA 3.ubuntu.pool.ntp.org"
"1170","408.930545","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"1171","408.930728","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"1172","409.276480","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1173","409.524830","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1174","409.561923","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1175","410.323390","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x0d35 A clients4.google.com"
"1176","410.324078","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1177","410.569529","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1178","411.324203","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1179","411.608360","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1180","412.324335","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1181","412.489280","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1182","412.569379","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1183","413.493100","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1184","413.561665","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"1185","413.724813","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1186","413.878387","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xf0e8 Server failure A 3.ubuntu.pool.ntp.org"
"1187","413.878452","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x9953 Server failure AAAA 3.ubuntu.pool.ntp.org"
"1188","413.878667","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x468d A 3.ubuntu.pool.ntp.org.mydns.com"
"1189","413.878759","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xd9cf AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"1190","413.879019","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x468d No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1191","413.879032","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xd9cf No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1192","413.879200","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa1d0 A 1.ubuntu.pool.ntp.org"
"1193","413.879297","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa7d7 AAAA 1.ubuntu.pool.ntp.org"
"1194","414.516767","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1195","414.724337","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1196","415.328222","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x0d35 A clients4.google.com"
"1197","415.724418","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1198","416.231146","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1199","416.324138","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x7cc3 A clients4.google.com"
"1200","417.232662","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1201","417.325376","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1202","417.494776","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1203","418.232902","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1204","418.324390","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1205","418.516970","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1206","418.884345","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa1d0 A 1.ubuntu.pool.ntp.org"
"1207","418.884467","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa7d7 AAAA 1.ubuntu.pool.ntp.org"
"1208","418.887943","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"1209","418.887966","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"1210","419.234028","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"1211","419.324036","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1212","419.541117","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1213","420.324477","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x0d35 Server failure A clients4.google.com"
"1214","420.324530","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x7cc3 Server failure A clients4.google.com"
"1215","420.324660","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x7288 A clients4.google.com.mydns.com"
"1216","420.324717","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x7cc3 A clients4.google.com"
"1217","420.324987","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x7288 No such name A clients4.google.com.mydns.com SOA ubuntu.mydns.com"
"1218","421.081422","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1219","422.080181","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1220","422.500775","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1221","423.080305","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1222","423.508885","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1223","423.879970","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xa7d7 Server failure AAAA 1.ubuntu.pool.ntp.org"
"1224","423.880013","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xa1d0 Server failure A 1.ubuntu.pool.ntp.org"
"1225","423.880131","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x6c96 A 1.ubuntu.pool.ntp.org.mydns.com"
"1226","423.880221","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xa15c AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"1227","423.880450","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x6c96 No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1228","423.880495","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xa15c No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1229","423.880728","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x3c37 A 2.ubuntu.pool.ntp.org"
"1230","423.880816","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x571a AAAA 2.ubuntu.pool.ntp.org"
"1231","424.533714","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1232","425.325027","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x5de1 A clients4.google.com.mydns.com"
"1233","425.325535","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x5de1 No such name A clients4.google.com.mydns.com SOA ubuntu.mydns.com"
"1234","427.481703","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1235","427.506035","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1236","428.368865","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x9ca1 A clients2.google.com"
"1237","428.480320","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1238","428.533455","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1239","428.882096","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x3c37 A 2.ubuntu.pool.ntp.org"
"1240","428.882217","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x571a AAAA 2.ubuntu.pool.ntp.org"
"1241","429.480453","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1242","429.556874","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1243","430.325758","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x7cc3 Server failure A clients4.google.com"
"1244","430.325827","192.168.159.151","192.168.159.152","ICMP","107","Destination unreachable (Port unreachable)"
"1245","431.082374","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1246","432.080319","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1247","432.511710","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1248","433.080563","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1249","433.373392","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x9ca1 A clients2.google.com"
"1250","433.525106","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1251","433.881734","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x571a Server failure AAAA 2.ubuntu.pool.ntp.org"
"1252","433.881774","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x3c37 Server failure A 2.ubuntu.pool.ntp.org"
"1253","433.881892","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x3360 A 2.ubuntu.pool.ntp.org.mydns.com"
"1254","433.881996","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x4bae AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"1255","433.882284","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x3360 No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1256","433.882296","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x4bae No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1257","433.882491","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x7be6 A 0.ubuntu.pool.ntp.org"
"1258","433.882605","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x3f24 AAAA 0.ubuntu.pool.ntp.org"
"1259","434.370583","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x36ce A clients2.google.com"
"1260","434.548866","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1261","435.571312","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1262","436.568131","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1263","437.517411","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1264","437.568304","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1265","438.370406","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x9ca1 Server failure A clients2.google.com"
"1266","438.370474","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x36ce Server failure A clients2.google.com"
"1267","438.370640","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x472f A clients2.google.com.mydns.com"
"1268","438.370775","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x36ce A clients2.google.com"
"1269","438.371239","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x472f No such name A clients2.google.com.mydns.com SOA ubuntu.mydns.com"
"1270","438.548988","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1271","438.887884","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x7be6 A 0.ubuntu.pool.ntp.org"
"1272","438.888010","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x3f24 AAAA 0.ubuntu.pool.ntp.org"
"1273","439.573189","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1274","441.084094","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1275","442.084066","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1276","442.522852","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1277","443.084261","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1278","443.374738","192.168.159.151","192.168.159.152","DNS","89","Standard query 0xbe60 A clients2.google.com.mydns.com"
"1279","443.375293","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0xbe60 No such name A clients2.google.com.mydns.com SOA ubuntu.mydns.com"
"1280","443.384299","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"1281","443.384321","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"1282","443.540867","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1283","443.889449","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x3f24 Server failure AAAA 0.ubuntu.pool.ntp.org"
"1284","443.889498","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x7be6 Server failure A 0.ubuntu.pool.ntp.org"
"1285","443.889672","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x5279 A 0.ubuntu.pool.ntp.org.mydns.com"
"1286","443.890773","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x15da AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"1287","443.894361","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x5279 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1288","443.894412","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x15da No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1289","443.894808","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xfa84 A ntp.ubuntu.com"
"1290","443.894961","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xe33c AAAA ntp.ubuntu.com"
